"UniqueID","Year","Breed","Breedclean","Age","Agenum","Gender","SpayNeuter","Borough","ZipCode"
1,"2015","Poodle, Standard","Poodle","3",3,"M","true","Brooklyn","11238"
4,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","6",6,"M","false","Brooklyn","11221"
5,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"M","false","Brooklyn","11207"
6,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"F","false","Brooklyn","11209"
7,"2015","MORKIE","Other","1",1,"M","false","Brooklyn","11220"
8,"2015","Chihuahua","Chihuahua","1",1,"M","false","Brooklyn","11237"
13,"2015","Shih Tzu","Shih tzu","4",4,"F","false","Brooklyn","11205"
16,"2015","Shih Tzu","Shih tzu","3",3,"M","true","Brooklyn","11224"
17,"2015","Pit Bull","Pit bull","2",2,"M","true","Brooklyn","11213"
19,"2015","Yorkshire Terrier","Terrier","1",1,"F","false","Brooklyn","11237"
20,"2015","Dachshund Smooth Coat","Other","12",12,"M","true","Brooklyn","11217"
22,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"M","false","Brooklyn","11235"
23,"2015","Shih Tzu","Shih tzu","2",2,"M","false","Brooklyn","11207"
24,"2015","Chihuahua","Chihuahua","7M",0,"M","false","Brooklyn","11213"
25,"2015","Yorkshire Terrier","Terrier","8M",0,"M","false","Brooklyn","11206"
26,"2015","Labrador Retriever","Retriever","5",5,"M","true","Brooklyn","11229"
28,"2015","Jack Russ","Terrier","11",11,"M","false","Brooklyn","11217"
30,"2015","Chihuahua","Chihuahua","1",1,"F","false","Brooklyn","11213"
37,"2015","German Shepherd","German shepherd","4",4,"M","false","Brooklyn","11229"
39,"2015","Pomeranian","Other","1",1,"F","false","Brooklyn","11216"
40,"2015","Dalmatian","Other","10",10,"M","true","Brooklyn","11214"
43,"2015","Shiba Inu","Shiba","3",3,"M","false","Brooklyn","11252"
45,"2015","Pit Bull","Pit bull","5",5,"M","true","Brooklyn","11214"
51,"2015","RAT TERRIER","Terrier","5",5,"M","true","Brooklyn","11208"
52,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","2",2,"M","false","Brooklyn","11228"
53,"2015","Staffordshire Bull Terrier","Terrier","4",4,"M","false","Brooklyn","11235"
54,"2015","RAT TERRIER","Terrier","13",13,"F","true","Brooklyn","11209"
55,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","10",10,"F","true","Brooklyn","11232"
56,"2015","German Shepherd","German shepherd","4",4,"M","false","Brooklyn","11229"
62,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","4",4,"M","true","Brooklyn","11221"
64,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","1",1,"M","false","Brooklyn","11207"
66,"2015","Yorkshire Terrier","Terrier","3",3,"M","false","Brooklyn","11233"
67,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","5",5,"M","false","Brooklyn","11207"
68,"2015","SPRINGER SPANIEL","Spaniel","7",7,"U","true","Brooklyn","11213"
72,"2015","Pit Bull","Pit bull","10",10,"M","true","Brooklyn","11235"
73,"2015","Pit Bull","Pit bull","1",1,"F","false","Brooklyn","11215"
74,"2015","Pit Bull","Pit bull","10",10,"F","true","Brooklyn","11210"
79,"2015","FOX HOUND","Other","3",3,"F","true","Brooklyn","11209"
81,"2015","Pit Bull","Pit bull","1",1,"M","false","Brooklyn","11226"
82,"2015","Weimaraner","Other","11",11,"M","true","Brooklyn","11230"
85,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","6",6,"F","true","Brooklyn","11225"
86,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"M","false","Brooklyn","11228"
90,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","10",10,"F","false","Brooklyn","11206"
91,"2015","Bull Dog, English","Bull dog","2",2,"M","true","Brooklyn","11201"
92,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"M","false","Brooklyn","11206"
93,"2015","BULLDOG/SHARPEI","Bull dog","11",11,"M","true","Brooklyn","11233"
94,"2015","Shih Tzu","Shih tzu","4",4,"M","false","Brooklyn","11234"
97,"2015","Jack Russ","Terrier","7M",0,"M","false","Brooklyn","11208"
99,"2015","Pit Bull","Pit bull","2",2,"M","false","Brooklyn","11216"
100,"2015","Pug","Other","6",6,"M","true","Brooklyn","11231"
101,"2015","Yorkshire Terrier","Terrier","4",4,"M","false","Brooklyn","11205"
102,"2015","Chow Chow","Other","3",3,"M","false","Brooklyn","11234"
103,"2015","American Staffordshire Terrier","Terrier","8",8,"M","true","Brooklyn","11230"
104,"2015","SHEPHERD MIX","Other","5",5,"M","true","Brooklyn","11229"
105,"2015","Maltese","Maltese","7",7,"M","true","Brooklyn","11221"
106,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","5",5,"M","true","Brooklyn","11207"
107,"2015","Yorkshire Terrier","Terrier","1",1,"M","false","Brooklyn","11221"
109,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"M","true","Brooklyn","11234"
113,"2015","Shih Tzu","Shih tzu","2",2,"M","false","Brooklyn","11223"
114,"2015","Doberman Pinscher","Other","8",8,"F","false","Brooklyn","11204"
115,"2015","Shih Tzu","Shih tzu","7",7,"M","true","Brooklyn","11208"
117,"2015","Bull Dog, French","Bull dog","6",6,"M","true","Brooklyn","11217"
118,"2015","Pekingese","Other","4",4,"M","false","Brooklyn","11238"
119,"2015","Chihuahua","Chihuahua","6",6,"M","false","Brooklyn","11221"
120,"2015","TERRIER","Terrier","5",5,"M","false","Brooklyn","11027"
121,"2015","Pit Bull","Pit bull","1",1,"M","false","Brooklyn","11224"
122,"2015","HARRIER/BEAGLE","Beagle","10 M",0,"M","true","Brooklyn","11235"
124,"2015","Dachshund, Long Haired Miniature","Other","4",4,"M","true","Brooklyn","11234"
126,"2015","BOXER X W/ PIT BULL","Pit bull","8",8,"M","true","Brooklyn","11231"
128,"2015","Yorkshire Terrier","Terrier","6",6,"M","true","Brooklyn","11233"
130,"2015","Bull dog","Bull dog","8M",0,"M","false","Brooklyn","11213"
132,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","4",4,"F","true","Brooklyn","11212"
134,"2015","BOXER/RHODESIAN RIDGEBACK X","Other","5",5,"F","false","Brooklyn","11214"
135,"2015","Chihuahua Crossbreed","Chihuahua","4M",0,"M","false","Brooklyn","11205"
136,"2015","Poodle, Standard","Poodle","2",2,"M","false","Brooklyn","11213"
138,"2015","Bull Terrier","Terrier","1",1,"M","false","Brooklyn","11201"
139,"2015","CATAHOULA LEOPARD DOG","Other","1",1,"M","true","Brooklyn","11235"
141,"2015","Yorkshire Terrier","Terrier","6",6,"F","false","Brooklyn","11219"
142,"2015","Cocker Spaniel Crossbreed","Spaniel","5",5,"M","true","Brooklyn","11206"
143,"2015","BOXER/HOUND/PITBULL","Pit bull","6",6,"F","true","Brooklyn","11216"
144,"2015","German Shepherd","German shepherd","11",11,"F","true","Brooklyn","11209"
145,"2015","Bull Dog, English","Bull dog","9M",0,"M","false","Brooklyn","11220"
146,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","6M",0,"M","false","Brooklyn","11224"
147,"2015","Chihuahua","Chihuahua","9",9,"F","true","Brooklyn","11224"
150,"2015","Pit Bull","Pit bull","9",9,"M","false","Brooklyn","11207"
151,"2015","Chihuahua","Chihuahua","9M",0,"M","false","Brooklyn","11208"
152,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"F","true","Brooklyn","11216"
156,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"F","false","Brooklyn","11208"
157,"2015","Rottweiler","Other","1",1,"M","true","Brooklyn","11228"
158,"2015","Beagle Crossbreed","Beagle","19",19,"M","false","Brooklyn","11214"
165,"2015","German Shepherd Crossbreed","German shepherd","15",15,"F","true","Brooklyn","11222"
167,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"M","false","Brooklyn","11231"
170,"2015","ITALIAN MASTIFF","Other","3",3,"F","false","Brooklyn","11221"
173,"2015","BEAGLE/JACK RUSS","Terrier","4",4,"M","true","Brooklyn","11224"
175,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","5",5,"M","true","Brooklyn","11218"
177,"2015","Maltese","Maltese","7",7,"F","true","Brooklyn","11237"
178,"2015","Cane Corso","Other","15",15,"F","false","Brooklyn","11238"
180,"2015","PARSON RUSSELLTERR","Other","2",2,"M","true","Brooklyn","11231"
182,"2015","Shih Tzu","Shih tzu","5",5,"M","true","Brooklyn","11219"
183,"2015","American Staffordshire Terrier","Terrier","2",2,"M","false","Brooklyn","11212"
184,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"M","false","Brooklyn","11221"
185,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"M","false","Brooklyn","11221"
186,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","2",2,"M","false","Brooklyn","11218"
189,"2015","German Shepherd","German shepherd","7",7,"M","true","Brooklyn","11234"
190,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"F","true","Brooklyn","11220"
191,"2015","Pug","Other","3",3,"M","true","Brooklyn","11223"
192,"2015","POINTER/BEAGLE X","Beagle","7",7,"F","false","Brooklyn","11249"
193,"2015","SHIBA INU","Shiba","5",5,"M","true","Brooklyn","11221"
195,"2015","Chihuahua","Chihuahua","2",2,"F","false","Brooklyn","11220"
196,"2015","GERMAN SHEPHERD/RIDGEBACK","German shepherd","5",5,"M","true","Brooklyn","11231"
197,"2015","Bichon Frise","Other","8",8,"M","true","Brooklyn","11223"
198,"2015","STAFFORDSHIRE TERR","Other","7",7,"F","true","Brooklyn","11221"
201,"2015","Collie, Border","Other","14",14,"M","true","Brooklyn","11234"
202,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","8M",0,"M","false","Brooklyn","11204"
204,"2015","Boxer","Other","2",2,"M","true","Brooklyn","11237"
206,"2015","MALTESE - X","Maltese","3",3,"F","false","Brooklyn","11209"
209,"2015","Collie, Smooth Coat","Other","10",10,"F","true","Brooklyn","11220"
211,"2015","CHIHUAHUA/BOSTON TERR X","Chihuahua","5",5,"M","true","Brooklyn","11222"
214,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","13",13,"M","true","Brooklyn","11234"
215,"2015","American Staffordshire Terrier","Terrier","2",2,"M","false","Brooklyn","11228"
216,"2015","Siberian Husky","Husky","14",14,"M","true","Brooklyn","11231"
217,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","5",5,"F","true","Brooklyn","11208"
218,"2015","American Staffordshire Terrier","Terrier","8",8,"M","true","Brooklyn","11217"
222,"2015","Australian Shepherd","Other","5",5,"M","true","Brooklyn","11238"
224,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","8",8,"M","true","Brooklyn","11219"
225,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","2",2,"F","false","Brooklyn","11218"
226,"2015","Shih Tzu","Shih tzu","4",4,"M","true","Brooklyn","11226"
229,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","5",5,"M","true","Brooklyn","11213"
231,"2015","Bloodhound","Other","4",4,"M","true","Brooklyn","11231"
232,"2015","Jack Russ","Terrier","10",10,"M","true","Brooklyn","11215"
234,"2015","Cocker Spaniel, American","Spaniel","10",10,"M","true","Brooklyn","11220"
236,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","6",6,"M","false","Brooklyn","11232"
238,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","1",1,"M","true","Brooklyn","11234"
240,"2015","American Staffordshire Terrier","Terrier","2",2,"M","false","Brooklyn","11211"
241,"2015","American Staffordshire Terrier","Terrier","2",2,"M","false","Brooklyn","11211"
243,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"M","true","Brooklyn","11224"
244,"2015","Cane Corso","Other","5",5,"F","true","Brooklyn","11233"
252,"2015","MUTT","Other","1",1,"F","true","Brooklyn","11201"
254,"2015","PIT BULL/LAB X","Retriever","2",2,"F","false","Brooklyn","11236"
255,"2015","PIT BULL/LAB X","Retriever","2",2,"F","false","Brooklyn","11236"
259,"2015","Labrador Retriever","Retriever","3",3,"F","false","Brooklyn","11234"
262,"2015","Mastiff, Tibetan","Other","1",1,"M","true","Brooklyn","11214"
270,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","6",6,"M","true","Brooklyn","11205"
272,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","3",3,"M","false","Brooklyn","11236"
275,"2015","West High White Terrier","Terrier","4",4,"M","false","Brooklyn","11224"
276,"2015","West High White Terrier","Terrier","4",4,"M","false","Brooklyn","11224"
277,"2015","Chihuahua","Chihuahua","1",1,"M","false","Brooklyn","11207"
279,"2015","Labrador Retriever Crossbreed","Retriever","8",8,"F","true","Brooklyn","11229"
284,"2015","Chow Chow","Other","1",1,"M","false","Brooklyn","11233"
285,"2015","Doberman Pinscher","Other","7",7,"M","true","Brooklyn","11228"
286,"2015","Yorkshire Terrier","Terrier","2",2,"M","false","Brooklyn","11217"
288,"2015","SHORKY","Other","8",8,"M","true","Brooklyn","11238"
289,"2015","HAVANESE X","Other","4",4,"M","true","Brooklyn","11236"
290,"2015","BLUE HEELER X","Other","9",9,"M","true","Brooklyn","11237"
291,"2015","Pit Bull","Pit bull","3",3,"F","true","Brooklyn","11226"
292,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","4",4,"M","false","Brooklyn","11226"
293,"2015","Yorkshire Terrier","Terrier","2",2,"M","true","Brooklyn","11214"
296,"2015","Chow Chow","Other","4",4,"M","false","Brooklyn","11234"
297,"2015","Lhasa Apso","Other","5",5,"M","true","Brooklyn","11231"
298,"2015","Poodle, Standard","Poodle","3",3,"M","true","Brooklyn","11234"
299,"2015","Pointer, German Shorthaired","Other","8",8,"F","true","Brooklyn","11231"
302,"2015","Chow Chow","Other","2",2,"M","false","Brooklyn","11208"
308,"2015","Cane Corso","Other","2",2,"M","false","Brooklyn","11224"
311,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"F","false","Brooklyn","11208"
323,"2015","Jack Russ","Terrier","2",2,"M","true","Brooklyn","11235"
325,"2015","DOBERMAN X","Other","1",1,"F","false","Brooklyn","11215"
326,"2015","American Eskimo","Other","5",5,"M","true","Brooklyn","11230"
327,"2015","American Staffordshire Terrier","Terrier","7",7,"F","true","Brooklyn","11233"
329,"2015","Chihuahua","Chihuahua","3",3,"M","true","Brooklyn","11217"
330,"2015","Golden Retriever","Retriever","12",12,"F","true","Brooklyn","11229"
331,"2015","MALTESE/CHIHUAHUA X","Chihuahua","1",1,"M","false","Brooklyn","11217"
333,"2015","Pit Bull","Pit bull","5",5,"M","true","Brooklyn","11211"
335,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","2",2,"M","true","Brooklyn","11235"
336,"2015","Maltese","Maltese","7",7,"F","true","Brooklyn","11220"
338,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"M","false","Brooklyn","11233"
344,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","5",5,"M","false","Brooklyn","11203"
346,"2015","Maltese","Maltese","1",1,"M","false","Brooklyn","11236"
351,"2015","Mixed/Other","Other","2",2,"M","false","Brooklyn","11213"
353,"2015","Vizsla","Other","4",4,"M","true","Brooklyn","11249"
357,"2015","Jack Russ","Terrier","10",10,"M","false","Brooklyn","11221"
371,"2015","Chihuahua","Chihuahua","3",3,"M","false","Brooklyn","11212"
372,"2015","CHOW CHOW/SHEPARD X","Other","12",12,"M","false","Brooklyn","11207"
374,"2015","MALTIPOO","Other","6",6,"M","true","Brooklyn","11212"
375,"2015","BORDER COLLIE/POINTER X","Other","6",6,"M","true","Brooklyn","11231"
376,"2015","ENG SETTER","Other","6",6,"M","false","Brooklyn","11235"
378,"2015","Wire Fox Terrier","Terrier","8",8,"M","true","Brooklyn","11205"
379,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","3",3,"F","false","Brooklyn","11216"
380,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"M","false","Brooklyn","11221"
384,"2015","Jack Russ","Terrier","1",1,"M","true","Brooklyn","11204"
390,"2015","Golden Retriever","Retriever","5",5,"M","true","Brooklyn","11238"
391,"2015","German Shepherd Crossbreed","German shepherd","6",6,"M","false","Brooklyn","11231"
392,"2015","Yorkshire Terrier","Terrier","6",6,"F","false","Brooklyn","11208"
393,"2015","German Shepherd","German shepherd","6",6,"M","false","Brooklyn","11220"
395,"2015","JACK RUSSELL X","Terrier","10M",0,"M","false","Brooklyn","11236"
400,"2015","POODLE/CHIHUAHUA X","Chihuahua","2",2,"M","false","Brooklyn","11206"
402,"2015","Pit Bull","Pit bull","2",2,"F","false","Brooklyn","11205"
403,"2015","Basset Hound","Other","3",3,"M","true","Brooklyn","11220"
407,"2015","Shiba Inu","Shiba","1",1,"M","true","Brooklyn","11235"
413,"2015","Cocker Spaniel","Spaniel","13",13,"M","true","Brooklyn","11230"
414,"2015","Pit Bull","Pit bull","11M",0,"F","false","Brooklyn","11206"
415,"2015","Pit Bull","Pit bull","4",4,"M","true","Brooklyn","11222"
416,"2015","Bull Terrier","Terrier","2",2,"M","false","Brooklyn","11207"
417,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"M","false","Brooklyn","11213"
421,"2015","Belgian Malinois","Other","1",1,"M","false","Brooklyn","11213"
422,"2015","PIT BULL/BOXER X","Pit bull","2",2,"M","true","Brooklyn","11237"
423,"2015","PIT BULL/BULL DOG","Pit bull","2",2,"M","true","Brooklyn","11237"
429,"2015","Yorkshire Terrier","Terrier","6",6,"M","true","Brooklyn","11231"
430,"2015","Maltese","Maltese","1",1,"M","false","Brooklyn","11218"
432,"2015","Shiba Inu","Shiba","1",1,"M","true","Brooklyn","11237"
435,"2015","RED-NOSE PIT BULL","Pit bull","9",9,"M","true","Brooklyn","11206"
436,"2015","Doberman Pinscher","Other","9",9,"F","false","Brooklyn","11220"
438,"2015","MUTT","Other","2",2,"M","true","Brooklyn","11203"
440,"2015","Shih Tzu","Shih tzu","5",5,"F","false","Brooklyn","11249"
441,"2015","Labrador Retriever","Retriever","10",10,"M","true","Brooklyn","11207"
442,"2015","Bull Dog, English","Bull dog","9",9,"M","true","Brooklyn","11217"
446,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","4",4,"M","false","Brooklyn","11206"
447,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","3",3,"M","false","Brooklyn","11233"
450,"2015","WHIPPET X","Other","6",6,"F","true","Brooklyn","11237"
451,"2015","Chihuahua","Chihuahua","3",3,"M","false","Brooklyn","11223"
457,"2015","Alaskan Klee Kai","Other","1",1,"M","true","Brooklyn","11204"
459,"2015","Yorkshire Terrier","Terrier","3",3,"M","true","Brooklyn","11238"
460,"2015","Jack Russ","Terrier","7",7,"M","true","Brooklyn","11207"
462,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"F","false","Brooklyn","11208"
466,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","3",3,"M","true","Brooklyn","11208"
468,"2015","Shih Tzu","Shih tzu","4",4,"F","false","Brooklyn","11234"
469,"2015","Jack Russ","Terrier","3",3,"M","false","Brooklyn","11213"
470,"2015","Doberman Pinscher","Other","5m",0,"M","false","Brooklyn","11209"
473,"2015","AUST CATTLE DOG","Other","1",1,"M","false","Brooklyn","11208"
476,"2015","Bull Dog, French","Bull dog","8",8,"M","true","Brooklyn","11206"
477,"2015","Yorkshire Terrier","Terrier","1",1,"F","false","Brooklyn","11232"
478,"2015","AMER STAFFORDSHIRE X","Other","6",6,"F","true","Brooklyn","11228"
481,"2015","Akita","Other","3",3,"M","false","Brooklyn","11219"
482,"2015","JACK RUSSELL/ CHIHUAHUA","Chihuahua","4",4,"M","false","Brooklyn","11206"
483,"2015","Shih Tzu","Shih tzu","4",4,"M","false","Brooklyn","11214"
485,"2015","American Staffordshire Terrier","Terrier","10",10,"M","false","Brooklyn","11206"
486,"2015","Labrador Retriever Crossbreed","Retriever","2",2,"F","true","Brooklyn","11218"
488,"2015","German Shepherd","German shepherd","3",3,"M","true","Brooklyn","11226"
491,"2015","Yorkshire Terrier","Terrier","14",14,"M","true","Brooklyn","11207"
493,"2015","Jack Russ","Terrier","7",7,"F","true","Brooklyn","11212"
494,"2015","American Staffordshire Terrier","Terrier","5",5,"M","true","Brooklyn","11213"
495,"2015","Chihuahua","Chihuahua","8",8,"M","true","Brooklyn","11226"
496,"2015","Pit Bull","Pit bull","6",6,"F","true","Brooklyn","11207"
497,"2015","Bull dog","Bull dog","3",3,"M","false","Brooklyn","11208"
500,"2015","Cane Corso","Other","2",2,"M","false","Brooklyn","11231"
501,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"F","false","Brooklyn","11224"
508,"2015","Labrador Retriever","Retriever","5",5,"M","true","Brooklyn","11249"
509,"2015","Poodle, Miniature","Poodle","2",2,"M","false","Brooklyn","11220"
511,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","7",7,"F","false","Brooklyn","11236"
512,"2015","POODLE/BOXER X","Poodle","1",1,"M","true","Brooklyn","11221"
514,"2015","Shih Tzu","Shih tzu","8",8,"M","false","Brooklyn","11208"
515,"2015","Jack Russ","Terrier","2",2,"M","true","Brooklyn","11204"
516,"2015","YORKSHIRE TER/SHIHTZU","Other","3",3,"M","true","Brooklyn","11226"
517,"2015","Labrador Retriever Crossbreed","Retriever","3",3,"F","true","Brooklyn","11204"
518,"2015","Rottweiler","Other","8M",0,"F","false","Brooklyn","11204"
519,"2015","Shiba Inu","Shiba","6",6,"F","true","Brooklyn","11249"
520,"2015","Chihuahua","Chihuahua","3",3,"M","true","Brooklyn","11223"
521,"2015","Brittany Spaniel","Spaniel","3",3,"M","false","Brooklyn","11235"
522,"2015","Yorkshire Terrier","Terrier","7",7,"F","true","Brooklyn","11209"
523,"2015","Pit Bull","Pit bull","3",3,"F","true","Brooklyn","11208"
526,"2015","Labrador Retriever","Retriever","3",3,"M","true","Brooklyn","11206"
529,"2015","Shiba Inu","Shiba","3",3,"M","true","Brooklyn","11217"
534,"2015","MINIATURE SCHNAUZER","Other","3",3,"F","false","Brooklyn","11232"
535,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","8",8,"F","true","Brooklyn","11236"
541,"2015","Shih Tzu","Shih tzu","3",3,"M","false","Brooklyn","11235"
544,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","8",8,"F","true","Brooklyn","11224"
545,"2015","Labrador Retriever Crossbreed","Retriever","1",1,"M","true","Brooklyn","11228"
547,"2015","YORKIPOO","Other","2",2,"M","false","Brooklyn","11249"
553,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","14M",0,"M","false","Brooklyn","11215"
554,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","4",4,"M","false","Brooklyn","11213"
555,"2015","Chihuahua","Chihuahua","3",3,"M","true","Brooklyn","11220"
556,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","1",1,"M","true","Brooklyn","11206"
557,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","2",2,"M","false","Brooklyn","11233"
558,"2015","CORGI/CHIHUAHUA X","Chihuahua","1",1,"M","true","Brooklyn","11206"
560,"2015","YORKIE/SHIH TZU","Shih tzu","3",3,"M","true","Brooklyn","11236"
561,"2015","German Shepherd Crossbreed","German shepherd","15",15,"F","true","Brooklyn","11213"
566,"2015","Labrador Retriever","Retriever","7",7,"F","false","Brooklyn","11206"
568,"2015","German Shepherd","German shepherd","1",1,"F","false","Brooklyn","11231"
570,"2015","Bull Dog, English","Bull dog","7",7,"M","true","Brooklyn","11201"
571,"2015","Shih Tzu","Shih tzu","1",1,"M","true","Brooklyn","11215"
572,"2015","PEKINGESE,SHIH TZU,  CHIH HUA HUA X","Shih tzu","5",5,"M","false","Brooklyn","11237"
576,"2015","German Shepherd","German shepherd","2",2,"M","true","Brooklyn","11236"
581,"2015","LHASA APSO/POODLDE X","Other","1",1,"M","false","Brooklyn","11226"
582,"2015","Beagle Crossbreed","Beagle","6",6,"M","true","Brooklyn","11226"
586,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"F","false","Brooklyn","11201"
587,"2015","German Shepherd Crossbreed","German shepherd","3",3,"F","false","Brooklyn","11231"
591,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","10",10,"F","true","Brooklyn","11208"
593,"2015","Labrador Retriever Crossbreed","Retriever","7",7,"M","true","Brooklyn","11220"
594,"2015","SHARPEI/GERMAN SHEP X","Other","1",1,"M","false","Brooklyn","11229"
595,"2015","Pit Bull","Pit bull","3",3,"F","false","Brooklyn","11231"
597,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","2",2,"M","true","Brooklyn","11223"
598,"2015","LAB/BASSET HOUND X","Retriever","1",1,"F","false","Brooklyn","11231"
599,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","6M",0,"M","true","Brooklyn","11208"
601,"2015","LAB/PIT BULL X","Retriever","3M",0,"M","true","Brooklyn","11228"
602,"2015","Chow Chow","Other","12",12,"F","false","Brooklyn","11215"
607,"2015","German Shepherd","German shepherd","5",5,"M","false","Brooklyn","11220"
609,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","4",4,"M","false","Brooklyn","11226"
610,"2015","AUSTRALIAN CATTLE DOG","Other","14",14,"M","true","Brooklyn","11230"
611,"2015","English Springer Spaniel","Spaniel","12",12,"M","true","Brooklyn","11201"
612,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","1",1,"U","false","Brooklyn","11216"
739,"2015","TERRIER","Terrier","1",1,"M","true","Brooklyn","11229"
619,"2015","Pit Bull","Pit bull","5",5,"M","false","Brooklyn","11212"
620,"2015","BORDER COLLIE/LAB","Retriever","4",4,"M","true","Brooklyn","11215"
622,"2015","American Eskimo","Other","7",7,"M","false","Brooklyn","11205"
623,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"F","true","Brooklyn","11208"
624,"2015","Labrador Retriever Crossbreed","Retriever","9",9,"M","false","Brooklyn","11238"
626,"2015","Bull dog","Bull dog","2",2,"F","true","Brooklyn","11208"
627,"2015","Bull dog","Bull dog","2",2,"F","true","Brooklyn","11208"
628,"2015","German Shepherd","German shepherd","8",8,"M","true","Brooklyn","11235"
629,"2015","Yorkshire Terrier","Terrier","4",4,"F","true","Brooklyn","11229"
631,"2015","Chihuahua","Chihuahua","10",10,"M","false","Brooklyn","11211"
633,"2015","Pit Bull","Pit bull","4",4,"F","false","Brooklyn","11234"
637,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"M","false","Brooklyn","11236"
638,"2015","RAT TERRIER","Terrier","8",8,"F","false","Brooklyn","11208"
639,"2015","Pit Bull","Pit bull","11M",0,"M","true","Brooklyn","11234"
641,"2015","German Shepherd","German shepherd","4",4,"M","true","Brooklyn","11234"
642,"2015","Yorkshire Terrier","Terrier","3",3,"M","true","Brooklyn","11230"
644,"2015","Shih Tzu","Shih tzu","2",2,"M","false","Brooklyn","11216"
647,"2015","Chihuahua","Chihuahua","1",1,"F","true","Brooklyn","11205"
649,"2015","Labrador Retriever Crossbreed","Retriever","2",2,"M","true","Brooklyn","11206"
652,"2015","American Pit Bull Terrier/Pit Bull","Pit bull","1",1,"M","false","Brooklyn","11208"
657,"2015","Vizsla","Other","2",2,"M","true","Brooklyn","11204"
658,"2015","Puggle","Other","8",8,"F","true","Brooklyn","11216"
659,"2015","American Pit Bull Mix / Pit Bull Mix","Pit bull","3",3,"F","false","Brooklyn","11236"
666,"2015","American Staffordshire Terrier","Terrier","1",1,"M","true","Brooklyn","11214"
